trial_key,subject_id,session_id,y_true,p0_pred,day32_y_pred,match_day32
grabmyo-S012-D3-wrist_flexion-T04,12,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S012-D3-wrist_flexion-T05,12,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S012-D3-wrist_flexion-T06,12,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S012-D3-wrist_flexion-T07,12,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D1-hand_close-T01,13,1,hand_close,hand_close,hand_close,True
grabmyo-S013-D1-hand_close-T02,13,1,hand_close,hand_close,hand_close,True
grabmyo-S013-D1-hand_close-T03,13,1,hand_close,hand_close,hand_close,True
grabmyo-S013-D1-hand_close-T04,13,1,hand_close,hand_close,hand_close,True
grabmyo-S013-D1-hand_close-T05,13,1,hand_close,hand_close,hand_close,True
grabmyo-S013-D1-hand_close-T06,13,1,hand_close,hand_close,hand_close,True
grabmyo-S013-D1-hand_close-T07,13,1,hand_close,hand_close,hand_close,True
grabmyo-S013-D1-rest-T01,13,1,rest,rest,rest,True
grabmyo-S013-D1-rest-T02,13,1,rest,rest,rest,True
grabmyo-S013-D1-rest-T03,13,1,rest,rest,rest,True
grabmyo-S013-D1-rest-T04,13,1,rest,rest,rest,True
grabmyo-S013-D1-rest-T05,13,1,rest,rest,rest,True
grabmyo-S013-D1-rest-T06,13,1,rest,rest,rest,True
grabmyo-S013-D1-rest-T07,13,1,rest,rest,rest,True
grabmyo-S013-D1-wrist_extension-T01,13,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D1-wrist_extension-T02,13,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D1-wrist_extension-T03,13,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D1-wrist_extension-T04,13,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D1-wrist_extension-T05,13,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D1-wrist_extension-T06,13,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D1-wrist_extension-T07,13,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D1-wrist_flexion-T01,13,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D1-wrist_flexion-T02,13,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D1-wrist_flexion-T03,13,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D1-wrist_flexion-T04,13,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D1-wrist_flexion-T05,13,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D1-wrist_flexion-T06,13,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D1-wrist_flexion-T07,13,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D2-hand_close-T01,13,2,hand_close,hand_close,hand_close,True
grabmyo-S013-D2-hand_close-T02,13,2,hand_close,hand_close,hand_close,True
grabmyo-S013-D2-hand_close-T03,13,2,hand_close,hand_close,hand_close,True
grabmyo-S013-D2-hand_close-T04,13,2,hand_close,hand_close,hand_close,True
grabmyo-S013-D2-hand_close-T05,13,2,hand_close,hand_close,hand_close,True
grabmyo-S013-D2-hand_close-T06,13,2,hand_close,hand_close,hand_close,True
grabmyo-S013-D2-hand_close-T07,13,2,hand_close,hand_close,hand_close,True
grabmyo-S013-D2-rest-T01,13,2,rest,rest,rest,True
grabmyo-S013-D2-rest-T02,13,2,rest,rest,rest,True
grabmyo-S013-D2-rest-T03,13,2,rest,rest,rest,True
grabmyo-S013-D2-rest-T04,13,2,rest,rest,rest,True
grabmyo-S013-D2-rest-T05,13,2,rest,rest,rest,True
grabmyo-S013-D2-rest-T06,13,2,rest,rest,rest,True
grabmyo-S013-D2-rest-T07,13,2,rest,rest,rest,True
grabmyo-S013-D2-wrist_extension-T01,13,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D2-wrist_extension-T02,13,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D2-wrist_extension-T03,13,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D2-wrist_extension-T04,13,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D2-wrist_extension-T05,13,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D2-wrist_extension-T06,13,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D2-wrist_extension-T07,13,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D2-wrist_flexion-T01,13,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D2-wrist_flexion-T02,13,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D2-wrist_flexion-T03,13,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D2-wrist_flexion-T04,13,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D2-wrist_flexion-T05,13,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D2-wrist_flexion-T06,13,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D2-wrist_flexion-T07,13,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D3-hand_close-T01,13,3,hand_close,hand_close,hand_close,True
grabmyo-S013-D3-hand_close-T02,13,3,hand_close,hand_close,hand_close,True
grabmyo-S013-D3-hand_close-T03,13,3,hand_close,hand_close,hand_close,True
grabmyo-S013-D3-hand_close-T04,13,3,hand_close,hand_close,hand_close,True
grabmyo-S013-D3-hand_close-T05,13,3,hand_close,hand_close,hand_close,True
grabmyo-S013-D3-hand_close-T06,13,3,hand_close,hand_close,hand_close,True
grabmyo-S013-D3-hand_close-T07,13,3,hand_close,hand_close,hand_close,True
grabmyo-S013-D3-rest-T01,13,3,rest,rest,rest,True
grabmyo-S013-D3-rest-T02,13,3,rest,rest,rest,True
grabmyo-S013-D3-rest-T03,13,3,rest,rest,rest,True
grabmyo-S013-D3-rest-T04,13,3,rest,rest,rest,True
grabmyo-S013-D3-rest-T05,13,3,rest,rest,rest,True
grabmyo-S013-D3-rest-T06,13,3,rest,rest,rest,True
grabmyo-S013-D3-rest-T07,13,3,rest,rest,rest,True
grabmyo-S013-D3-wrist_extension-T01,13,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D3-wrist_extension-T02,13,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D3-wrist_extension-T03,13,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D3-wrist_extension-T04,13,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D3-wrist_extension-T05,13,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D3-wrist_extension-T06,13,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D3-wrist_extension-T07,13,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S013-D3-wrist_flexion-T01,13,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D3-wrist_flexion-T02,13,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D3-wrist_flexion-T03,13,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D3-wrist_flexion-T04,13,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D3-wrist_flexion-T05,13,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D3-wrist_flexion-T06,13,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S013-D3-wrist_flexion-T07,13,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D1-hand_close-T01,25,1,hand_close,hand_close,hand_close,True
grabmyo-S025-D1-hand_close-T02,25,1,hand_close,hand_close,hand_close,True
grabmyo-S025-D1-hand_close-T03,25,1,hand_close,hand_close,hand_close,True
grabmyo-S025-D1-hand_close-T04,25,1,hand_close,hand_close,hand_close,True
grabmyo-S025-D1-hand_close-T05,25,1,hand_close,hand_close,hand_close,True
grabmyo-S025-D1-hand_close-T06,25,1,hand_close,hand_close,hand_close,True
grabmyo-S025-D1-hand_close-T07,25,1,hand_close,hand_close,hand_close,True
grabmyo-S025-D1-rest-T01,25,1,rest,rest,rest,True
grabmyo-S025-D1-rest-T02,25,1,rest,rest,rest,True
grabmyo-S025-D1-rest-T03,25,1,rest,rest,rest,True
grabmyo-S025-D1-rest-T04,25,1,rest,rest,rest,True
grabmyo-S025-D1-rest-T05,25,1,rest,rest,rest,True
grabmyo-S025-D1-rest-T06,25,1,rest,rest,rest,True
grabmyo-S025-D1-rest-T07,25,1,rest,rest,rest,True
grabmyo-S025-D1-wrist_extension-T01,25,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D1-wrist_extension-T02,25,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D1-wrist_extension-T03,25,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D1-wrist_extension-T04,25,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D1-wrist_extension-T05,25,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D1-wrist_extension-T06,25,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D1-wrist_extension-T07,25,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D1-wrist_flexion-T01,25,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D1-wrist_flexion-T02,25,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D1-wrist_flexion-T03,25,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D1-wrist_flexion-T04,25,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D1-wrist_flexion-T05,25,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D1-wrist_flexion-T06,25,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D1-wrist_flexion-T07,25,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D2-hand_close-T01,25,2,hand_close,hand_close,hand_close,True
grabmyo-S025-D2-hand_close-T02,25,2,hand_close,hand_close,hand_close,True
grabmyo-S025-D2-hand_close-T03,25,2,hand_close,hand_close,hand_close,True
grabmyo-S025-D2-hand_close-T04,25,2,hand_close,hand_close,hand_close,True
grabmyo-S025-D2-hand_close-T05,25,2,hand_close,hand_close,hand_close,True
grabmyo-S025-D2-hand_close-T06,25,2,hand_close,hand_close,hand_close,True
grabmyo-S025-D2-hand_close-T07,25,2,hand_close,hand_close,hand_close,True
grabmyo-S025-D2-rest-T01,25,2,rest,rest,rest,True
grabmyo-S025-D2-rest-T02,25,2,rest,rest,rest,True
grabmyo-S025-D2-rest-T03,25,2,rest,rest,rest,True
grabmyo-S025-D2-rest-T04,25,2,rest,rest,rest,True
grabmyo-S025-D2-rest-T05,25,2,rest,rest,rest,True
grabmyo-S025-D2-rest-T06,25,2,rest,rest,rest,True
grabmyo-S025-D2-rest-T07,25,2,rest,rest,rest,True
grabmyo-S025-D2-wrist_extension-T01,25,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D2-wrist_extension-T02,25,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D2-wrist_extension-T03,25,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D2-wrist_extension-T04,25,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D2-wrist_extension-T05,25,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D2-wrist_extension-T06,25,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D2-wrist_extension-T07,25,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D2-wrist_flexion-T01,25,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D2-wrist_flexion-T02,25,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D2-wrist_flexion-T03,25,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D2-wrist_flexion-T04,25,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D2-wrist_flexion-T05,25,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D2-wrist_flexion-T06,25,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D2-wrist_flexion-T07,25,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D3-hand_close-T01,25,3,hand_close,hand_close,hand_close,True
grabmyo-S025-D3-hand_close-T02,25,3,hand_close,hand_close,hand_close,True
grabmyo-S025-D3-hand_close-T03,25,3,hand_close,hand_close,hand_close,True
grabmyo-S025-D3-hand_close-T04,25,3,hand_close,hand_close,hand_close,True
grabmyo-S025-D3-hand_close-T05,25,3,hand_close,hand_close,hand_close,True
grabmyo-S025-D3-hand_close-T06,25,3,hand_close,hand_close,hand_close,True
grabmyo-S025-D3-hand_close-T07,25,3,hand_close,hand_close,hand_close,True
grabmyo-S025-D3-rest-T01,25,3,rest,rest,rest,True
grabmyo-S025-D3-rest-T02,25,3,rest,rest,rest,True
grabmyo-S025-D3-rest-T03,25,3,rest,rest,rest,True
grabmyo-S025-D3-rest-T04,25,3,rest,rest,rest,True
grabmyo-S025-D3-rest-T05,25,3,rest,rest,rest,True
grabmyo-S025-D3-rest-T06,25,3,rest,rest,rest,True
grabmyo-S025-D3-rest-T07,25,3,rest,rest,rest,True
grabmyo-S025-D3-wrist_extension-T01,25,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D3-wrist_extension-T02,25,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D3-wrist_extension-T03,25,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D3-wrist_extension-T04,25,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D3-wrist_extension-T05,25,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D3-wrist_extension-T06,25,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D3-wrist_extension-T07,25,3,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S025-D3-wrist_flexion-T01,25,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D3-wrist_flexion-T02,25,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D3-wrist_flexion-T03,25,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D3-wrist_flexion-T04,25,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D3-wrist_flexion-T05,25,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D3-wrist_flexion-T06,25,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S025-D3-wrist_flexion-T07,25,3,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D1-hand_close-T01,26,1,hand_close,hand_close,hand_close,True
grabmyo-S026-D1-hand_close-T02,26,1,hand_close,hand_close,hand_close,True
grabmyo-S026-D1-hand_close-T03,26,1,hand_close,hand_close,hand_close,True
grabmyo-S026-D1-hand_close-T04,26,1,hand_close,hand_close,hand_close,True
grabmyo-S026-D1-hand_close-T05,26,1,hand_close,hand_close,hand_close,True
grabmyo-S026-D1-hand_close-T06,26,1,hand_close,hand_close,hand_close,True
grabmyo-S026-D1-hand_close-T07,26,1,hand_close,hand_close,hand_close,True
grabmyo-S026-D1-rest-T01,26,1,rest,rest,rest,True
grabmyo-S026-D1-rest-T02,26,1,rest,rest,rest,True
grabmyo-S026-D1-rest-T03,26,1,rest,rest,rest,True
grabmyo-S026-D1-rest-T04,26,1,rest,rest,rest,True
grabmyo-S026-D1-rest-T05,26,1,rest,rest,rest,True
grabmyo-S026-D1-rest-T06,26,1,rest,rest,rest,True
grabmyo-S026-D1-rest-T07,26,1,rest,rest,rest,True
grabmyo-S026-D1-wrist_extension-T01,26,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D1-wrist_extension-T02,26,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D1-wrist_extension-T03,26,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D1-wrist_extension-T04,26,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D1-wrist_extension-T05,26,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D1-wrist_extension-T06,26,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D1-wrist_extension-T07,26,1,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D1-wrist_flexion-T01,26,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D1-wrist_flexion-T02,26,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D1-wrist_flexion-T03,26,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D1-wrist_flexion-T04,26,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D1-wrist_flexion-T05,26,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D1-wrist_flexion-T06,26,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D1-wrist_flexion-T07,26,1,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D2-hand_close-T01,26,2,hand_close,hand_close,hand_close,True
grabmyo-S026-D2-hand_close-T02,26,2,hand_close,hand_close,hand_close,True
grabmyo-S026-D2-hand_close-T03,26,2,hand_close,hand_close,hand_close,True
grabmyo-S026-D2-hand_close-T04,26,2,hand_close,hand_close,hand_close,True
grabmyo-S026-D2-hand_close-T05,26,2,hand_close,hand_close,hand_close,True
grabmyo-S026-D2-hand_close-T06,26,2,hand_close,hand_close,hand_close,True
grabmyo-S026-D2-hand_close-T07,26,2,hand_close,hand_close,hand_close,True
grabmyo-S026-D2-rest-T01,26,2,rest,rest,rest,True
grabmyo-S026-D2-rest-T02,26,2,rest,rest,rest,True
grabmyo-S026-D2-rest-T03,26,2,rest,rest,rest,True
grabmyo-S026-D2-rest-T04,26,2,rest,rest,rest,True
grabmyo-S026-D2-rest-T05,26,2,rest,rest,rest,True
grabmyo-S026-D2-rest-T06,26,2,rest,rest,rest,True
grabmyo-S026-D2-rest-T07,26,2,rest,rest,rest,True
grabmyo-S026-D2-wrist_extension-T01,26,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D2-wrist_extension-T02,26,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D2-wrist_extension-T03,26,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D2-wrist_extension-T04,26,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D2-wrist_extension-T05,26,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D2-wrist_extension-T06,26,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D2-wrist_extension-T07,26,2,wrist_extension,wrist_extension,wrist_extension,True
grabmyo-S026-D2-wrist_flexion-T01,26,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D2-wrist_flexion-T02,26,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D2-wrist_flexion-T03,26,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D2-wrist_flexion-T04,26,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D2-wrist_flexion-T05,26,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D2-wrist_flexion-T06,26,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D2-wrist_flexion-T07,26,2,wrist_flexion,wrist_flexion,wrist_flexion,True
grabmyo-S026-D3-hand_close-T01,26,3,hand_close,hand_close,hand_close,True
grabmyo-S026-D3-hand_close-T02,26,3,hand_close,hand_close,hand_close,True
grabmyo-S026-D3-hand_close-T03,26,3,hand_close,rest,rest,True
grabmyo-S026-D3-hand_close-T04,26,3,hand_close,hand_close,hand_close,True
grabmyo-S026-D3-hand_close-T05,26,3,hand_close,hand_close,hand_close,True
grabmyo-S026-D3-hand_close-T06,26,3,hand_close,hand_close,hand_close,True
grabmyo-S026-D3-hand_close-T07,26,3,hand_close,hand_close,hand_close,True
grabmyo-S026-D3-rest-T01,26,3,rest,rest,rest,True
grabmyo-S026-D3-rest-T02,26,3,rest,rest,rest,True
